date,home_team,away_team,home_score,away_score,result,competition,country,season,round,neutral,source,source_file,div_code
1993-07-23,Nantes,Monaco,1.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-24,Bordeaux,Paris SG,1.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-24,Caen,Metz,1.0,1.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-24,Lille,Martigues,1.0,1.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-24,Marseille,Lens,1.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-24,Montpellier,Lyon,1.0,1.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-24,Sochaux,Angers,4.0,1.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-24,St Etienne,Cannes,1.0,2.0,A,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-24,Strasbourg,Auxerre,1.0,1.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-24,Toulouse,Le Havre,0.0,0.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-31,Auxerre,Montpellier,3.0,1.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-31,Le Havre,Bordeaux,0.0,3.0,A,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-31,Lens,Strasbourg,0.0,0.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-31,Lyon,Caen,2.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-31,Martigues,Sochaux,1.0,1.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-31,Metz,Angers,2.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-31,Monaco,Toulouse,3.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-31,Nantes,St Etienne,1.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-07-31,Paris SG,Lille,2.0,1.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-01,Cannes,Marseille,2.0,1.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-06,Lille,Lens,0.0,0.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-07,Bayern Munich,Freiburg,3.0,1.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-07,Dortmund,Karlsruhe,2.0,1.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-07,Duisburg,Leverkusen,2.0,2.0,D,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-07,FC Koln,Kaiserslautern,0.0,2.0,A,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-07,Hamburg,Nurnberg,5.0,2.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-07,Leipzig,Dresden,3.0,3.0,D,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-07,M'Gladbach,Ein Frankfurt,0.0,4.0,A,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-07,Wattenscheid,Schalke 04,3.0,0.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-07,Werder Bremen,Stuttgart,5.0,1.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-07,Angers,Lyon,3.0,1.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-07,Bordeaux,Cannes,0.0,0.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-07,Caen,Auxerre,1.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-07,Marseille,Le Havre,1.0,1.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-07,Montpellier,Martigues,1.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-07,Sochaux,Metz,2.0,1.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-07,St Etienne,Monaco,2.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-07,Strasbourg,Paris SG,2.0,2.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-07,Toulouse,Nantes,0.0,3.0,A,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-10,Monaco,Bordeaux,3.0,2.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-11,Auxerre,Angers,0.0,0.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-11,Cannes,Lille,2.0,1.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-11,Le Havre,St Etienne,0.0,0.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-11,Lens,Montpellier,2.0,1.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-11,Lyon,Metz,2.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-11,Martigues,Caen,4.0,1.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-11,Nantes,Marseille,0.0,0.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-11,Paris SG,Sochaux,1.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-11,Toulouse,Strasbourg,0.0,0.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-14,Dresden,Duisburg,0.0,1.0,A,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-14,Ein Frankfurt,Werder Bremen,2.0,2.0,D,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-14,Freiburg,Wattenscheid,4.0,1.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-14,Kaiserslautern,M'Gladbach,4.0,2.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-14,Karlsruhe,Hamburg,2.0,0.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-14,Leverkusen,Bayern Munich,2.0,1.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-14,Nurnberg,FC Koln,1.0,0.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-14,Schalke 04,Dortmund,1.0,0.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-14,Stuttgart,Leipzig,0.0,0.0,D,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-14,Go Ahead Eagles,Vitesse,1.0,4.0,A,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-14,Heerenveen,Sparta,1.0,0.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-14,NAC Breda,Roda JC,2.0,3.0,A,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-14,Willem II,MVV Maastricht,1.0,0.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-14,Angers,Martigues,1.0,3.0,A,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-14,Bordeaux,Nantes,2.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-14,Caen,Lens,1.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-14,Lille,Le Havre,2.0,2.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-14,Metz,Auxerre,0.0,0.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-14,Montpellier,Monaco,0.0,3.0,A,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-14,Sochaux,Lyon,0.0,1.0,A,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-14,St Etienne,Toulouse,2.0,2.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-14,Strasbourg,Cannes,2.0,2.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-14,Arsenal,Coventry,0.0,3.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-14,Aston Villa,QPR,4.0,1.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-14,Chelsea,Blackburn,1.0,2.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-14,Liverpool,Sheffield Weds,2.0,0.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-14,Man City,Leeds,1.0,1.0,D,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-14,Newcastle,Tottenham,0.0,1.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-14,Oldham,Ipswich,0.0,3.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-14,Sheffield United,Swindon,3.0,1.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-14,Southampton,Everton,0.0,2.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-14,West Ham,Wimbledon,0.0,2.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-15,Ajax,Waalwijk,3.0,0.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-15,Feyenoord,Cambuur,1.0,0.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-15,Groningen,PSV Eindhoven,1.0,2.0,A,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-15,Twente,VVV Venlo,3.0,0.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-15,Volendam,Utrecht,2.0,2.0,D,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-15,Marseille,Paris SG,1.0,0.0,H,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-15,Norwich,Man United,0.0,2.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-16,Tottenham,Arsenal,0.0,1.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-17,Everton,Man City,1.0,0.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-17,Ipswich,Southampton,1.0,0.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-17,Leeds,West Ham,1.0,0.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-17,Wimbledon,Chelsea,1.0,1.0,D,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-18,Blackburn,Norwich,2.0,3.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-18,Coventry,Newcastle,2.0,1.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-18,Man United,Sheffield United,3.0,0.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-18,QPR,Liverpool,1.0,3.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-18,Sheffield Weds,Aston Villa,0.0,0.0,D,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-18,Swindon,Oldham,0.0,1.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-20,Cambuur,NAC Breda,1.0,3.0,A,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-21,Bayern Munich,Dresden,5.0,0.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-21,Dortmund,Freiburg,3.0,2.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-21,Duisburg,Stuttgart,2.0,2.0,D,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-21,Ein Frankfurt,Kaiserslautern,1.0,0.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-21,FC Koln,Karlsruhe,2.0,1.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-21,Hamburg,Schalke 04,4.0,1.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-21,M'Gladbach,Nurnberg,2.0,0.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-21,Wattenscheid,Leverkusen,1.0,2.0,A,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-21,Werder Bremen,Leipzig,3.0,1.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-21,PSV Eindhoven,Go Ahead Eagles,3.0,0.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-21,Blackburn,Oldham,1.0,0.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-21,Coventry,West Ham,1.0,1.0,D,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-21,Everton,Sheffield United,4.0,2.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-21,Ipswich,Chelsea,1.0,0.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-21,Leeds,Norwich,0.0,4.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-21,Man United,Newcastle,1.0,1.0,D,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-21,QPR,Southampton,2.0,1.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-21,Sheffield Weds,Arsenal,0.0,1.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-21,Tottenham,Man City,1.0,0.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-21,Wimbledon,Aston Villa,2.0,2.0,D,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-22,Roda JC,Volendam,2.0,0.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-22,Sparta,Willem II,1.0,0.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-22,Utrecht,Ajax,1.0,4.0,A,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-22,Waalwijk,Twente,1.0,3.0,A,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-22,Swindon,Liverpool,0.0,5.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-23,Aston Villa,Man United,1.0,2.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-24,Arsenal,Leeds,2.0,1.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-24,Man City,Blackburn,0.0,2.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-24,Oldham,Coventry,3.0,3.0,D,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-24,Sheffield United,Wimbledon,2.0,1.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-25,Ajax,Sparta,3.0,0.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-25,Feyenoord,Twente,1.0,0.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-25,Go Ahead Eagles,Utrecht,4.0,0.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-25,Groningen,Roda JC,3.0,5.0,A,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-25,Heerenveen,PSV Eindhoven,0.0,0.0,D,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-25,MVV Maastricht,Waalwijk,1.0,1.0,D,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-25,NAC Breda,VVV Venlo,4.0,1.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-25,Volendam,Cambuur,4.0,1.0,H,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-25,Willem II,Vitesse,0.0,3.0,A,Eredivisie,Netherlands,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/N1.csv,N1
1993-08-25,Chelsea,QPR,2.0,0.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-25,Liverpool,Tottenham,1.0,2.0,A,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-25,Newcastle,Everton,1.0,0.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-25,Norwich,Ipswich,1.0,0.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-25,Southampton,Swindon,5.0,1.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-25,West Ham,Sheffield Weds,2.0,0.0,H,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-27,Monaco,Marseille,0.0,0.0,D,Ligue 1,France,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/F1.csv,F1
1993-08-27,Man City,Coventry,1.0,1.0,D,Premier League,England,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/E0.csv,E0
1993-08-28,Dresden,Wattenscheid,1.0,1.0,D,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-28,Freiburg,Hamburg,0.0,1.0,A,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-28,Kaiserslautern,Werder Bremen,2.0,3.0,A,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-28,Karlsruhe,M'Gladbach,1.0,0.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-28,Leipzig,Duisburg,1.0,1.0,D,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-28,Leverkusen,Dortmund,2.0,1.0,H,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
1993-08-28,Nurnberg,Ein Frankfurt,1.0,5.0,A,Bundesliga,Germany,1993-1994,Regular season,0,football-data.co.uk,European_Leagues_Data_1993_2026/data (31)/D1.csv,D1
