date,time,home_team,away_team,home_team_url,away_team_url,round
2026-02-17,20:00 (12:00),Benfica,Real Madrid,https://fbref.com/en/squads/a77c513e/Benfica-Stats,https://fbref.com/en/squads/53a2f082/Real-Madrid-Stats,Knockout phase play-offs
2026-02-17,20:45 (09:45),Galatasaray,Juventus,https://fbref.com/en/squads/ecd11ca2/Galatasaray-Stats,https://fbref.com/en/squads/e0652b02/Juventus-Stats,Knockout phase play-offs
2026-02-17,21:00 (12:00),Monaco,Paris Saint-Germain,https://fbref.com/en/squads/fd6114db/Monaco-Stats,https://fbref.com/en/squads/e2d8892c/Paris-Saint-Germain-Stats,Knockout phase play-offs
2026-02-17,21:00 (12:00),Dortmund,Atalanta,https://fbref.com/en/squads/add600ae/Dortmund-Stats,https://fbref.com/en/squads/922493f3/Atalanta-Stats,Knockout phase play-offs
2026-02-18,21:00 (12:00),Bodø/Glimt,Inter,https://fbref.com/en/squads/d86248bd/BodoGlimt-Stats,https://fbref.com/en/squads/d609edc0/Internazionale-Stats,Knockout phase play-offs
2026-02-18,21:00 (12:00),Club Brugge,Atlético Madrid,https://fbref.com/en/squads/f1e6c5f1/Club-Brugge-Stats,https://fbref.com/en/squads/db3b9613/Atletico-Madrid-Stats,Knockout phase play-offs
2026-02-18,21:45 (09:45),Qarabağ,Newcastle United,https://fbref.com/en/squads/44b65410/Qarabag-Stats,https://fbref.com/en/squads/b2b47a98/Newcastle-United-Stats,Knockout phase play-offs
2026-02-18,22:00 (12:00),Olympiacos,Leverkusen,https://fbref.com/en/squads/2fdb4aef/Olympiacos-Stats,https://fbref.com/en/squads/c7a9f859/Leverkusen-Stats,Knockout phase play-offs
