date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_team_confederation,home_team_ranking,away_team_confederation,away_team_ranking
1974-09-28,Japan,South Korea,4,1,Friendly,Tokyo,Japan,False,AFC,1653.0,AFC,1575.0
1974-10-12,Argentina,Spain,1,1,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,UEFA,1855.0
1975-02-02,Senegal,Nigeria,0,1,Friendly,Dakar,Senegal,False,CAF,1630.0,CAF,1481.0
1975-02-22,Nigeria,Senegal,1,1,Friendly,Lagos,Nigeria,False,CAF,1481.0,CAF,1630.0
1975-04-27,Senegal,Nigeria,1,0,Friendly,Dakar,Senegal,False,CAF,1630.0,CAF,1481.0
1975-07-18,Uruguay,Argentina,2,3,Copa Newton,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1975-08-06,Brazil,Argentina,2,1,Copa América,Belo Horizonte,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1975-08-09,Japan,South Korea,1,3,Merdeka Tournament,Kuala Lumpur,Malaysia,True,AFC,1653.0,AFC,1575.0
1975-08-16,Argentina,Brazil,0,1,Copa América,Rosario,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1776.0
1975-08-31,Mexico,Argentina,1,1,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,CONMEBOL,1886.0
1975-09-08,South Korea,Japan,3,0,Friendly,Seoul,South Korea,False,AFC,1575.0,AFC,1653.0
1975-09-21,Colombia,Uruguay,3,0,Copa América,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1975-10-01,Uruguay,Colombia,1,0,Copa América,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1976-02-25,Uruguay,Brazil,1,2,Copa Rio Branco,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1776.0
1976-02-27,Argentina,Brazil,1,2,Copa Roca,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1776.0
1976-04-08,Argentina,Uruguay,4,1,Copa Lipton,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1976-04-24,Spain,Germany,1,1,UEFA Euro qualification,Madrid,Spain,False,UEFA,1855.0,UEFA,1717.0
1976-04-28,Brazil,Uruguay,2,1,Copa Rio Branco,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1976-05-19,Brazil,Argentina,2,0,Copa Roca,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1976-05-22,Germany,Spain,2,0,UEFA Euro qualification,Munich,Germany,False,UEFA,1717.0,UEFA,1855.0
1976-05-31,Brazil,Italy,4,1,Friendly,New Haven,United States,True,CONMEBOL,1776.0,UEFA,1718.0
1976-06-04,Mexico,Brazil,0,3,Friendly,Guadalajara,Mexico,False,CONCACAF,1647.0,CONMEBOL,1776.0
1976-06-09,Uruguay,Argentina,0,3,Copa Newton,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1976-08-18,Japan,South Korea,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,AFC,1653.0,AFC,1575.0
1976-10-15,Colombia,Uruguay,1,2,Friendly,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1976-12-04,Japan,South Korea,1,2,Friendly,Tokyo,Japan,False,AFC,1653.0,AFC,1575.0
1977-02-20,Colombia,Brazil,0,0,FIFA World Cup qualification,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1776.0
1977-02-23,France,Germany,1,0,Friendly,Paris,France,False,UEFA,1853.0,UEFA,1717.0
1977-03-09,Brazil,Colombia,6,0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1977-03-26,Japan,South Korea,0,0,FIFA World Cup qualification,Tokyo,Japan,False,AFC,1653.0,AFC,1575.0
1977-04-03,South Korea,Japan,1,0,FIFA World Cup qualification,Seoul,South Korea,False,AFC,1575.0,AFC,1653.0
1977-06-05,Argentina,Germany,1,3,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,UEFA,1717.0
1977-06-08,Uruguay,Germany,0,2,Friendly,Montevideo,Uruguay,False,CONMEBOL,1679.0,UEFA,1717.0
1977-06-12,Senegal,Nigeria,3,1,African Cup of Nations qualification,Dakar,Senegal,False,CAF,1630.0,CAF,1481.0
1977-06-12,Brazil,Germany,1,1,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,UEFA,1717.0
1977-06-14,Mexico,Germany,2,2,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,UEFA,1717.0
1977-06-15,South Korea,Japan,2,1,Friendly,Seoul,South Korea,False,AFC,1575.0,AFC,1653.0
1977-06-26,Nigeria,Senegal,3,0,African Cup of Nations qualification,Lagos,Nigeria,False,CAF,1481.0,CAF,1630.0
1977-06-26,Argentina,France,0,0,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,UEFA,1853.0
1977-06-30,Brazil,France,2,2,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,UEFA,1853.0
1977-10-08,Germany,Italy,2,1,Friendly,Berlin,Germany,False,UEFA,1717.0,UEFA,1718.0
1978-01-25,Spain,Italy,2,1,Friendly,Madrid,Spain,False,UEFA,1855.0,UEFA,1718.0
1978-02-08,Italy,France,2,2,Friendly,Naples,Italy,False,UEFA,1718.0,UEFA,1853.0
1978-04-01,France,Brazil,1,0,Friendly,Paris,France,False,UEFA,1853.0,CONMEBOL,1776.0
1978-04-05,Germany,Brazil,0,1,Friendly,Hamburg,Germany,False,UEFA,1717.0,CONMEBOL,1776.0
1978-04-25,Uruguay,Argentina,2,0,Friendly,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1978-04-26,Spain,Mexico,2,0,Friendly,Granada,Spain,False,UEFA,1855.0,CONCACAF,1647.0
1978-05-03,Argentina,Uruguay,3,0,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1978-05-24,Uruguay,Spain,0,0,Friendly,Montevideo,Uruguay,False,CONMEBOL,1679.0,UEFA,1855.0
1978-06-02,France,Italy,1,2,FIFA World Cup,Mar del Plata,Argentina,True,UEFA,1853.0,UEFA,1718.0
1978-06-06,Argentina,France,2,1,FIFA World Cup,Buenos Aires,Argentina,False,CONMEBOL,1886.0,UEFA,1853.0
1978-06-06,Germany,Mexico,6,0,FIFA World Cup,Córdoba,Argentina,True,UEFA,1717.0,CONCACAF,1647.0
1978-06-07,Brazil,Spain,0,0,FIFA World Cup,Mar del Plata,Argentina,True,CONMEBOL,1776.0,UEFA,1855.0
1978-06-10,Argentina,Italy,0,1,FIFA World Cup,Buenos Aires,Argentina,False,CONMEBOL,1886.0,UEFA,1718.0
1978-06-14,Germany,Italy,0,0,FIFA World Cup,Buenos Aires,Argentina,True,UEFA,1717.0,UEFA,1718.0
1978-06-18,Argentina,Brazil,0,0,FIFA World Cup,Rosario,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1776.0
1978-06-24,Brazil,Italy,2,1,FIFA World Cup,Buenos Aires,Argentina,True,CONMEBOL,1776.0,UEFA,1718.0
1978-07-19,Japan,South Korea,0,4,Merdeka Tournament,Kuala Lumpur,Malaysia,True,AFC,1653.0,AFC,1575.0
1978-11-08,France,Spain,1,0,Friendly,Paris,France,False,UEFA,1853.0,UEFA,1855.0
1978-12-15,Japan,South Korea,1,3,Asian Games,Bangkok,Thailand,True,AFC,1653.0,AFC,1575.0
1978-12-21,Italy,Spain,1,0,Friendly,Rome,Italy,False,UEFA,1718.0,UEFA,1855.0
1979-03-04,Japan,South Korea,2,1,Friendly,Tokyo,Japan,False,AFC,1653.0,AFC,1575.0
1979-05-26,Italy,Argentina,2,2,Friendly,Rome,Italy,False,UEFA,1718.0,CONMEBOL,1886.0
1979-05-31,Brazil,Uruguay,5,1,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1979-06-16,South Korea,Japan,4,1,Friendly,Seoul,South Korea,False,AFC,1575.0,AFC,1653.0
1979-08-02,Brazil,Argentina,2,1,Copa América,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1979-08-23,Argentina,Brazil,2,2,Copa América,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1776.0
1979-09-12,Germany,Argentina,2,1,Friendly,Berlin,Germany,False,UEFA,1717.0,CONMEBOL,1886.0
1979-09-29,Senegal,Nigeria,0,2,Friendly,Dakar,Senegal,False,CAF,1630.0,CAF,1481.0
1980-02-26,Mexico,South Korea,0,1,Friendly,Los Angeles,United States,True,CONCACAF,1647.0,AFC,1575.0
1980-03-15,Italy,Uruguay,1,0,Friendly,Milan,Italy,False,UEFA,1718.0,CONMEBOL,1679.0
1980-06-08,Brazil,Mexico,2,0,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONCACAF,1647.0
1980-06-12,Italy,Spain,0,0,UEFA Euro,Milan,Italy,False,UEFA,1718.0,UEFA,1855.0
1980-08-27,Brazil,Uruguay,1,0,Friendly,Fortaleza,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1980-11-19,Germany,France,4,1,Friendly,Hanover,Germany,False,UEFA,1717.0,UEFA,1853.0
1981-01-01,Argentina,Germany,2,1,Mundialito,Montevideo,Uruguay,True,CONMEBOL,1886.0,UEFA,1717.0
1981-01-03,Uruguay,Italy,2,0,Mundialito,Montevideo,Uruguay,False,CONMEBOL,1679.0,UEFA,1718.0
1981-01-04,Argentina,Brazil,1,1,Mundialito,Montevideo,Uruguay,True,CONMEBOL,1886.0,CONMEBOL,1776.0
1981-01-07,Brazil,Germany,4,1,Mundialito,Montevideo,Uruguay,True,CONMEBOL,1776.0,UEFA,1717.0
1981-01-10,Uruguay,Brazil,2,1,Mundialito,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1776.0
1981-02-01,Colombia,Brazil,1,1,Friendly,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1776.0
1981-02-11,Mexico,South Korea,4,0,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,AFC,1575.0
1981-02-18,Spain,France,1,0,Friendly,Madrid,Spain,False,UEFA,1855.0,UEFA,1853.0
1981-03-08,Japan,South Korea,0,1,Friendly,Tokyo,Japan,False,AFC,1653.0,AFC,1575.0
1981-05-15,France,Brazil,1,3,Friendly,Paris,France,False,UEFA,1853.0,CONMEBOL,1776.0
1981-05-19,Germany,Brazil,1,2,Friendly,Stuttgart,Germany,False,UEFA,1717.0,CONMEBOL,1776.0
1981-06-21,South Korea,Japan,2,0,Korea Cup,Busan,South Korea,False,AFC,1575.0,AFC,1653.0
1981-07-02,Colombia,Spain,1,1,Friendly,Bogotá,Colombia,False,CONMEBOL,1679.0,UEFA,1855.0
1981-07-08,Brazil,Spain,1,0,Friendly,Salvador,Brazil,False,CONMEBOL,1776.0,UEFA,1855.0
1981-08-09,Uruguay,Colombia,3,2,FIFA World Cup qualification,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1981-09-13,Colombia,Uruguay,1,1,FIFA World Cup qualification,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1982-02-20,South Korea,Uruguay,2,2,Nehru Cup,Calcutta,India,True,AFC,1575.0,CONMEBOL,1679.0
1982-02-23,France,Italy,2,0,Friendly,Paris,France,False,UEFA,1853.0,UEFA,1718.0
1982-03-21,Brazil,Germany,1,0,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,UEFA,1717.0
1982-03-21,South Korea,Japan,3,0,Friendly,Seoul,South Korea,False,AFC,1575.0,AFC,1653.0
1982-03-24,Argentina,Germany,1,1,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,UEFA,1717.0
1982-06-29,Italy,Argentina,2,1,FIFA World Cup,Barcelona,Spain,True,UEFA,1718.0,CONMEBOL,1886.0
1982-07-02,Argentina,Brazil,1,3,FIFA World Cup,Barcelona,Spain,True,CONMEBOL,1886.0,CONMEBOL,1776.0
1982-07-02,Spain,Germany,1,2,FIFA World Cup,Madrid,Spain,False,UEFA,1855.0,UEFA,1717.0
1982-07-05,Italy,Brazil,3,2,FIFA World Cup,Barcelona,Spain,True,UEFA,1718.0,CONMEBOL,1776.0
1982-07-08,Germany,France,3,3,FIFA World Cup,Seville,Spain,True,UEFA,1717.0,UEFA,1853.0
1982-07-11,Italy,Germany,3,1,FIFA World Cup,Madrid,Spain,True,UEFA,1718.0,UEFA,1717.0
1982-08-06,South Korea,Senegal,0,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,AFC,1575.0,CAF,1630.0
1982-11-25,South Korea,Japan,1,2,Asian Games,New Delhi,India,True,AFC,1575.0,AFC,1653.0
1983-03-06,Japan,South Korea,1,1,Friendly,Tokyo,Japan,False,AFC,1653.0,AFC,1575.0
1983-06-08,South Korea,Nigeria,1,0,Korea Cup,Seoul,South Korea,False,AFC,1575.0,CAF,1481.0
1983-08-24,Argentina,Brazil,1,0,Copa América,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1776.0
1983-09-14,Brazil,Argentina,0,0,Copa América,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1983-10-05,France,Spain,1,1,Friendly,Paris,France,False,UEFA,1853.0,UEFA,1855.0
1983-10-27,Uruguay,Brazil,2,0,Copa América,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1776.0
1983-11-04,Brazil,Uruguay,1,1,Copa América,Salvador,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1983-11-15,Nigeria,Senegal,1,0,Friendly,Lagos,Nigeria,False,CAF,1481.0,CAF,1630.0
1983-11-19,Senegal,Nigeria,0,1,Friendly,Dakar,Senegal,False,CAF,1630.0,CAF,1481.0
1984-02-04,Italy,Mexico,5,0,Friendly,Rome,Italy,False,UEFA,1718.0,CONCACAF,1647.0
1984-04-18,France,Germany,1,0,Friendly,Strasbourg,France,False,UEFA,1853.0,UEFA,1717.0
1984-05-22,Germany,Italy,1,0,Friendly,Zürich,Switzerland,True,UEFA,1717.0,UEFA,1718.0
1984-06-17,Brazil,Argentina,0,0,Friendly,São Paulo,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1984-06-20,Germany,Spain,0,1,UEFA Euro,Paris,France,True,UEFA,1717.0,UEFA,1855.0
1984-06-21,Brazil,Uruguay,1,0,Friendly,Curitiba,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1984-06-27,France,Spain,2,0,UEFA Euro,Paris,France,False,UEFA,1853.0,UEFA,1855.0
1984-07-18,Uruguay,Argentina,1,0,Friendly,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1984-08-02,Argentina,Uruguay,0,0,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1984-08-24,Colombia,Argentina,1,0,Friendly,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1984-09-12,Germany,Argentina,1,3,Friendly,Düsseldorf,Germany,False,UEFA,1717.0,CONMEBOL,1886.0
1984-09-18,Mexico,Argentina,1,1,Friendly,Monterrey,Mexico,False,CONCACAF,1647.0,CONMEBOL,1886.0
1984-09-30,South Korea,Japan,1,2,Friendly,Seoul,South Korea,False,AFC,1575.0,AFC,1653.0
1984-10-09,Mexico,Colombia,1,0,Friendly,Los Angeles,United States,True,CONCACAF,1647.0,CONMEBOL,1679.0
1984-10-25,Argentina,Mexico,1,1,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONCACAF,1647.0
1984-10-31,Uruguay,Mexico,1,1,Friendly,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONCACAF,1647.0
1985-02-24,Uruguay,Colombia,3,0,Friendly,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1985-04-25,Brazil,Colombia,2,1,Friendly,Belo Horizonte,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1985-04-28,Colombia,Uruguay,2,1,Friendly,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1985-05-02,Brazil,Uruguay,2,0,Friendly,Recife,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1985-05-05,Brazil,Argentina,2,1,Friendly,Salvador,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1985-05-15,Colombia,Brazil,1,0,Friendly,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1776.0
1985-05-26,Japan,Uruguay,1,4,Kirin Cup,Tokyo,Japan,False,AFC,1653.0,CONMEBOL,1679.0
1985-06-02,Colombia,Argentina,1,3,FIFA World Cup qualification,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1985-06-02,Mexico,Italy,1,1,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,UEFA,1718.0
1985-06-15,Mexico,Germany,2,0,Friendly,Mexico City,Mexico,False,CONCACAF,1647.0,UEFA,1717.0
1985-06-16,Argentina,Colombia,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1985-08-21,France,Uruguay,2,0,CONMEBOL–UEFA Cup of Champions,Paris,France,False,UEFA,1853.0,CONMEBOL,1679.0
1985-10-26,Japan,South Korea,1,2,FIFA World Cup qualification,Tokyo,Japan,False,AFC,1653.0,AFC,1575.0
1985-11-03,South Korea,Japan,1,0,FIFA World Cup qualification,Seoul,South Korea,False,AFC,1575.0,AFC,1653.0
1985-11-14,Mexico,Argentina,1,1,Friendly,Los Angeles,United States,True,CONCACAF,1647.0,CONMEBOL,1886.0
1985-11-17,Mexico,Argentina,1,1,Friendly,Puebla,Mexico,False,CONCACAF,1647.0,CONMEBOL,1886.0
1985-12-03,Mexico,South Korea,2,1,Friendly,Los Angeles,United States,True,CONCACAF,1647.0,AFC,1575.0
1985-12-10,Mexico,South Korea,2,1,Friendly,Guadalajara,Mexico,False,CONCACAF,1647.0,AFC,1575.0
1986-02-05,Italy,Germany,1,2,Friendly,Avellino,Italy,False,UEFA,1718.0,UEFA,1717.0
1986-03-12,Germany,Brazil,2,0,Friendly,Frankfurt am Main,Germany,False,UEFA,1717.0,CONMEBOL,1776.0
1986-03-26,France,Argentina,2,0,Friendly,Paris,France,False,UEFA,1853.0,CONMEBOL,1886.0
1986-04-13,Mexico,Uruguay,1,0,Friendly,Los Angeles,United States,True,CONCACAF,1647.0,CONMEBOL,1679.0
1986-06-01,Spain,Brazil,0,1,FIFA World Cup,Guadalajara,Mexico,True,UEFA,1855.0,CONMEBOL,1776.0
1986-06-02,Argentina,South Korea,3,1,FIFA World Cup,Mexico City,Mexico,True,CONMEBOL,1886.0,AFC,1575.0
1986-06-04,Uruguay,Germany,1,1,FIFA World Cup,Querétaro,Mexico,True,CONMEBOL,1679.0,UEFA,1717.0
1986-06-05,Italy,Argentina,1,1,FIFA World Cup,Puebla,Mexico,True,UEFA,1718.0,CONMEBOL,1886.0
1986-06-10,South Korea,Italy,2,3,FIFA World Cup,Puebla,Mexico,True,AFC,1575.0,UEFA,1718.0
1986-06-16,Argentina,Uruguay,1,0,FIFA World Cup,Puebla,Mexico,True,CONMEBOL,1886.0,CONMEBOL,1679.0
1986-06-17,Italy,France,0,2,FIFA World Cup,Mexico City,Mexico,True,UEFA,1718.0,UEFA,1853.0
1986-06-21,Brazil,France,1,1,FIFA World Cup,Guadalajara,Mexico,True,CONMEBOL,1776.0,UEFA,1853.0
1986-06-21,Mexico,Germany,0,0,FIFA World Cup,Monterrey,Mexico,False,CONCACAF,1647.0,UEFA,1717.0
1986-06-25,France,Germany,0,2,FIFA World Cup,Guadalajara,Mexico,True,UEFA,1853.0,UEFA,1717.0
1986-06-29,Argentina,Germany,3,2,FIFA World Cup,Mexico City,Mexico,True,CONMEBOL,1886.0,UEFA,1717.0
1986-10-15,Germany,Spain,2,2,Friendly,Hanover,Germany,False,UEFA,1717.0,UEFA,1855.0
1987-04-18,Germany,Italy,0,0,Friendly,Cologne,Germany,False,UEFA,1717.0,UEFA,1718.0
1987-05-27,Japan,Senegal,2,2,Kirin Cup,Hiroshima,Japan,False,AFC,1653.0,CAF,1630.0
1987-06-10,Argentina,Italy,1,3,Friendly,Zürich,Switzerland,True,CONMEBOL,1886.0,UEFA,1718.0
1987-07-09,Argentina,Uruguay,0,1,Copa América,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1987-07-11,Argentina,Colombia,1,2,Copa América,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1679.0
1987-08-12,Germany,France,2,1,Friendly,Berlin,Germany,False,UEFA,1717.0,UEFA,1853.0
1987-12-12,Brazil,Germany,1,1,Friendly,Brasília,Brazil,False,CONMEBOL,1776.0,UEFA,1717.0
1987-12-16,Argentina,Germany,1,0,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,UEFA,1717.0
1988-03-23,France,Spain,2,1,Friendly,Bordeaux,France,False,UEFA,1853.0,UEFA,1855.0
1988-04-02,Germany,Argentina,1,0,Four Nations Tournament,Berlin,Germany,False,UEFA,1717.0,CONMEBOL,1886.0
1988-06-10,Germany,Italy,1,1,UEFA Euro,Düsseldorf,Germany,False,UEFA,1717.0,UEFA,1718.0
1988-06-14,Italy,Spain,1,0,UEFA Euro,Frankfurt am Main,Germany,True,UEFA,1718.0,UEFA,1855.0
1988-06-17,Germany,Spain,2,0,UEFA Euro,Munich,Germany,False,UEFA,1717.0,UEFA,1855.0
1988-07-10,Argentina,Brazil,0,0,Friendly,Melbourne,Australia,True,CONMEBOL,1886.0,CONMEBOL,1776.0
1988-08-07,Colombia,Uruguay,2,1,Friendly,Bogotá,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1988-10-12,Spain,Argentina,1,1,Friendly,Seville,Spain,False,UEFA,1855.0,CONMEBOL,1886.0
1988-10-26,Japan,South Korea,0,1,Friendly,Tokyo,Japan,False,AFC,1653.0,AFC,1575.0
1988-12-06,South Korea,Japan,2,0,AFC Asian Cup,Doha,Qatar,True,AFC,1575.0,AFC,1653.0
1989-03-09,Colombia,Argentina,1,0,Friendly,Barranquilla,Colombia,False,CONMEBOL,1679.0,CONMEBOL,1886.0
1989-04-22,Italy,Uruguay,1,1,Friendly,Verona,Italy,False,UEFA,1718.0,CONMEBOL,1679.0
1989-05-05,South Korea,Japan,1,0,Friendly,Seoul,South Korea,False,AFC,1575.0,AFC,1653.0
1989-07-07,Brazil,Colombia,0,0,Copa América,Salvador,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1989-07-08,Uruguay,Argentina,0,1,Copa América,Goiânia,Brazil,True,CONMEBOL,1679.0,CONMEBOL,1886.0
1989-07-12,Brazil,Argentina,2,0,Copa América,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1989-07-14,Argentina,Uruguay,0,2,Copa América,Rio de Janeiro,Brazil,True,CONMEBOL,1886.0,CONMEBOL,1679.0
1989-07-16,Brazil,Uruguay,1,0,Copa América,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1679.0
1989-07-23,Brazil,Japan,1,0,Friendly,Rio de Janeiro,Brazil,False,CONMEBOL,1776.0,AFC,1653.0
1989-08-06,Uruguay,Colombia,0,0,Friendly,Montevideo,Uruguay,False,CONMEBOL,1679.0,CONMEBOL,1679.0
1989-08-10,Mexico,South Korea,4,2,Marlboro Cup,Los Angeles,United States,True,CONCACAF,1647.0,AFC,1575.0
1989-10-14,Italy,Brazil,0,1,Friendly,Bologna,Italy,False,UEFA,1718.0,CONMEBOL,1776.0
1989-12-21,Italy,Argentina,0,0,Friendly,Cagliari,Italy,False,UEFA,1718.0,CONMEBOL,1886.0
1990-01-17,Mexico,Argentina,2,0,Friendly,Los Angeles,United States,True,CONCACAF,1647.0,CONMEBOL,1886.0
1990-01-28,Nigeria,Senegal,1,1,Friendly,Bauchi,Nigeria,False,CAF,1481.0,CAF,1630.0
1990-02-02,Colombia,Uruguay,0,2,Miami Cup,Miami,United States,True,CONMEBOL,1679.0,CONMEBOL,1679.0
1990-02-28,France,Germany,2,1,Friendly,Montpellier,France,False,UEFA,1853.0,UEFA,1717.0
1990-03-20,Mexico,Uruguay,2,1,Friendly,Los Angeles,United States,True,CONCACAF,1647.0,CONMEBOL,1679.0
1990-04-17,Mexico,Colombia,2,0,Friendly,Los Angeles,United States,True,CONCACAF,1647.0,CONMEBOL,1679.0
1990-04-25,Germany,Uruguay,3,3,Friendly,Stuttgart,Germany,False,UEFA,1717.0,CONMEBOL,1679.0
1990-06-13,Uruguay,Spain,0,0,FIFA World Cup,Udine,Italy,True,CONMEBOL,1679.0,UEFA,1855.0
1990-06-17,South Korea,Spain,1,3,FIFA World Cup,Udine,Italy,True,AFC,1575.0,UEFA,1855.0
1990-06-19,Germany,Colombia,1,1,FIFA World Cup,Milan,Italy,True,UEFA,1717.0,CONMEBOL,1679.0
1990-06-21,South Korea,Uruguay,0,1,FIFA World Cup,Udine,Italy,True,AFC,1575.0,CONMEBOL,1679.0
1990-06-24,Brazil,Argentina,0,1,FIFA World Cup,Turin,Italy,True,CONMEBOL,1776.0,CONMEBOL,1886.0
1990-06-25,Italy,Uruguay,2,0,FIFA World Cup,Rome,Italy,False,UEFA,1718.0,CONMEBOL,1679.0
1990-07-03,Italy,Argentina,1,1,FIFA World Cup,Naples,Italy,False,UEFA,1718.0,CONMEBOL,1886.0
1990-07-08,Germany,Argentina,1,0,FIFA World Cup,Rome,Italy,True,UEFA,1717.0,CONMEBOL,1886.0
1990-07-27,Japan,South Korea,0,2,Dynasty Cup,Beijing,China PR,True,AFC,1653.0,AFC,1575.0
1990-09-12,Spain,Brazil,3,0,Friendly,Gijón,Spain,False,UEFA,1855.0,CONMEBOL,1776.0
1990-12-12,Mexico,Brazil,0,0,Friendly,Los Angeles,United States,True,CONCACAF,1647.0,CONMEBOL,1776.0
1991-01-29,Mexico,Colombia,0,0,Friendly,León,Mexico,False,CONCACAF,1647.0,CONMEBOL,1679.0
1991-02-20,France,Spain,3,1,UEFA Euro qualification,Paris,France,False,UEFA,1853.0,UEFA,1855.0
1991-03-13,Argentina,Mexico,0,0,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONCACAF,1647.0
1991-03-27,Argentina,Brazil,3,3,Friendly,Buenos Aires,Argentina,False,CONMEBOL,1886.0,CONMEBOL,1776.0
1991-05-07,Mexico,Uruguay,0,2,Friendly,Los Angeles,United States,True,CONCACAF,1647.0,CONMEBOL,1679.0
1991-06-27,Brazil,Argentina,1,1,Friendly,Curitiba,Brazil,False,CONMEBOL,1776.0,CONMEBOL,1886.0
1991-07-11,Brazil,Uruguay,1,1,Copa América,Viña del Mar,Chile,True,CONMEBOL,1776.0,CONMEBOL,1679.0
1991-07-13,Brazil,Colombia,0,2,Copa América,Viña del Mar,Chile,True,CONMEBOL,1776.0,CONMEBOL,1679.0
1991-07-15,Colombia,Uruguay,0,1,Copa América,Viña del Mar,Chile,True,CONMEBOL,1679.0,CONMEBOL,1679.0
1991-07-17,Argentina,Brazil,3,2,Copa América,Santiago,Chile,True,CONMEBOL,1886.0,CONMEBOL,1776.0
1991-07-19,Brazil,Colombia,2,0,Copa América,Santiago,Chile,True,CONMEBOL,1776.0,CONMEBOL,1679.0
